variable,before,after
Bald Eagle,-2.606289569,3.168287214
Bald Eagle,-2.842273667,3.034584842
Bald Eagle,-1.943950368,2.676600594
Bald Eagle,-2.836708596,2.731773535
Bald Eagle,-2.590411845,2.98562425
Bald Eagle,-2.175128107,3.138089748
Bald Eagle,-1.651542204,3.13401257
Bald Eagle,-2.537337802,2.666513587
Bald Eagle,-2.205832423,2.418625506
Bald Eagle,-2.520636975,3.09439746
Bald Eagle,-2.560228039,2.599435723
Bald Eagle,-2.516117518,2.864263297
Bald Eagle,-2.54781648,2.874701448
Bald Eagle,-1.855500858,2.616158659
Bald Eagle,-2.154143456,2.992310563
Bald Eagle,-2.590240012,2.656400692
Bald Eagle,-1.974044563,2.606461459
Bald Eagle,-2.717602569,3.347484148
Bald Eagle,-1.758218359,2.558459322
Bald Eagle,-2.274453248,2.920697972
Bald Eagle,-3.320884952,2.932466988
Bald Eagle,-2.17202559,2.827188531
Bald Eagle,-2.175588507,2.726599929
Bald Eagle,-3.511363081,2.707425571
Bald Eagle,-2.157434104,2.810652018
Bald Eagle,-2.629863249,3.432334407
Bald Eagle,-2.428887519,2.872817288
Bald Eagle,-2.662343994,2.64365057
Bald Eagle,-2.440808641,2.607142561
Bald Eagle,-2.835914212,2.892528405
Bald Eagle,-2.559991453,2.789673898
Bald Eagle,-2.622363266,3.634403883
Bald Eagle,-2.175956323,2.896103144
Bald Eagle,-2.570815644,2.616191785
Bald Eagle,-2.407974582,2.687032866
Bald Eagle,-2.596450848,2.911977165
Bald Eagle,-2.767693232,2.882957563
Bald Eagle,-2.578919829,2.615087955
Bald Eagle,-2.260619943,2.764139928
Bald Eagle,-2.467166252,3.131286776
Bald Eagle,-1.884915068,2.762826101
Bald Eagle,-1.772838712,2.894633182
Bald Eagle,-2.309921037,2.934886949
Bald Eagle,-2.352883245,2.786695751
Bald Eagle,-2.70883911,2.922430146
Bald Eagle,-2.450823585,2.693892881
Bald Eagle,-2.432890926,3.122188496
Bald Eagle,-2.60604194,2.639875662
Bald Eagle,-2.770727899,2.836056895
Bald Eagle,-2.574094112,2.416979121
Bald Eagle,-1.783254496,2.609269528
Bald Eagle,-2.007658281,2.635562106
Bald Eagle,-2.802202493,2.672588171
Bald Eagle,-1.892223839,2.72589714
Bald Eagle,-1.963178425,2.90150805
Bald Eagle,-2.653670013,2.882247457
Bald Eagle,-3.430821342,2.849031946
Bald Eagle,-2.678678056,2.407675985
Bald Eagle,-2.579046956,2.848128401
Bald Eagle,-2.571047141,3.122774756
Bald Eagle,-2.536186668,2.680139863
Bald Eagle,-1.698713709,2.589075957
Bald Eagle,-2.06366264,2.945240736
Bald Eagle,-2.846658668,2.467015587
Bald Eagle,-1.950946315,3.156913401
Bald Eagle,-3.044179088,3.309017133
Bald Eagle,-2.356046015,2.574209091
Bald Eagle,-2.596730097,2.806486908
Bald Eagle,-2.740913861,2.576427526
Bald Eagle,-2.521276314,3.093025135
Bald Eagle,-2.6133091,3.021885792
Bald Eagle,-2.249862572,2.730514697
Bald Eagle,-2.187736633,3.097563392
Bald Eagle,-2.549614478,2.670297878
Bald Eagle,-2.184038645,3.028211291
Bald Eagle,-2.251249606,3.302457238
Bald Eagle,-2.221126567,2.718947
Bald Eagle,-2.195860743,2.925592985
Bald Eagle,-2.210508051,2.816923659
Bald Eagle,-3.148439167,2.439924912
Bald Eagle,-2.37997818,2.800413664
Bald Eagle,-2.037536961,2.875481355
Bald Eagle,-3.169614316,2.619948617
Bald Eagle,-3.63107582,2.412350168
Bald Eagle,-2.446232896,2.428655805
Bald Eagle,-2.424853432,2.77531385
Bald Eagle,-2.318907361,3.196418955
Bald Eagle,-2.7707216,3.168484047
Bald Eagle,-3.204994847,2.785689585
Bald Eagle,-2.692922552,2.420296862
Bald Eagle,-2.409058069,3.077735735
Bald Eagle,-2.396931087,2.963496798
Bald Eagle,-2.236476468,2.979792433
Bald Eagle,-3.286670265,2.949791444
Bald Eagle,-2.227178143,2.693587754
Bald Eagle,-1.898246998,2.773297361
Bald Eagle,-1.764296962,2.816483381
Bald Eagle,-2.340042494,3.188204529
Bald Eagle,-2.406362215,2.523362174
Bald Eagle,-2.89369786,2.367091042
Bald Eagle,-1.985655752,2.885149588
Bald Eagle,-2.803943333,3.011827303
Bald Eagle,-2.948058573,2.966400078
Bald Eagle,-2.709675813,2.891608408
Bald Eagle,-2.237909861,2.714339422
Bald Eagle,-2.834373197,2.838496241
Bald Eagle,-2.103186397,2.752858223
Bald Eagle,-3.124048044,3.00233161
Bald Eagle,-2.297342859,2.894495374
Bald Eagle,-2.053655842,2.804884289
Bald Eagle,-2.855230179,3.029827264
Bald Eagle,-2.223880052,2.775498846
Bald Eagle,-3.122321345,2.808582355
Bald Eagle,-2.923487564,3.008291099
Bald Eagle,-2.532342145,2.976511327
Bald Eagle,-1.836256108,2.839222687
Bald Eagle,-2.428054478,3.065911761
Bald Eagle,-1.986330673,2.564272876
Bald Eagle,-2.054211813,2.522038206
Bald Eagle,-2.848754084,2.595883425
Bald Eagle,-2.649001511,2.705104714
Bald Eagle,-1.704733062,3.358851452
Bald Eagle,-2.823605733,3.008761457
Bald Eagle,-3.24622978,2.695261224
Bald Eagle,-3.001903578,2.934710132
Bald Eagle,-2.463647458,2.368712374
Bald Eagle,-3.457555992,2.646037987
Bald Eagle,-2.592660768,2.935152237
Bald Eagle,-2.143005172,2.812408483
Bald Eagle,-2.158126331,2.885107387
Bald Eagle,-2.674325491,2.729551099
Bald Eagle,-2.78299688,3.035185998
Bald Eagle,-2.009424059,2.798118676
Bald Eagle,-3.381382233,2.897043225
Bald Eagle,-3.030085883,2.890518825
Bald Eagle,-2.19877736,3.410827902
Bald Eagle,-2.952694172,2.676090934
Bald Eagle,-2.313576902,2.801380939
Bald Eagle,-2.626349379,2.699061746
Bald Eagle,-2.479497942,2.598717055
Bald Eagle,-2.891114394,2.699886507
Bald Eagle,-2.636155515,2.905023748
Bald Eagle,-2.292876237,2.931685598
Bald Eagle,-2.228492569,2.894657755
Bald Eagle,-2.745775284,2.428530117
Bald Eagle,-2.275797166,2.619291881
Bald Eagle,-3.287039363,2.731059328
Bald Eagle,-2.261820727,2.538699464
Bald Eagle,-3.380281894,2.909263858
Bald Eagle,-2.600855646,2.850145182
Bald Eagle,-3.014840817,3.098532492
Bald Eagle,-2.219411006,2.934867799
Bald Eagle,-1.979459647,3.398217844
Bald Eagle,-3.238522299,2.770910814
Bald Eagle,-2.528988074,2.879073436
Bald Eagle,-2.169918644,2.870695498
Bald Eagle,-2.826002914,3.155898041
Bald Eagle,-2.74367896,3.114249391
Bald Eagle,-2.721537862,2.532213261
Bald Eagle,-2.31768618,2.726763458
Bald Eagle,-2.117697841,2.8127183
Bald Eagle,-2.547433734,3.163585574
Bald Eagle,-2.677239932,3.037470907
Bald Eagle,-2.33384037,2.750023974
Bald Eagle,-2.384246967,2.475869366
Bald Eagle,-3.120936523,2.831035821
Bald Eagle,-2.1617223,2.869678056
Bald Eagle,-1.829551742,2.773370986
Bald Eagle,-2.630694874,2.686817379
Bald Eagle,-2.212568058,2.510053907
Bald Eagle,-1.849911017,2.804591446
Bald Eagle,-3.613614589,2.612719607
Bald Eagle,-2.031917264,2.658804803
Bald Eagle,-2.212852437,3.007102186
Bald Eagle,-2.053753404,2.474083878
Bald Eagle,-2.633249145,3.073450826
Bald Eagle,-2.772211298,2.518567203
Bald Eagle,-2.203425449,3.248969945
Bald Eagle,-2.69392316,2.838677248
Bald Eagle,-2.361381904,2.872026968
Bald Eagle,-2.018162396,3.069554204
Bald Eagle,-2.597830984,2.863769977
Bald Eagle,-2.35756479,2.829739576
Bald Eagle,-3.165921312,2.787964749
Bald Eagle,-2.56700891,2.93867027
Bald Eagle,-2.711359127,2.82338027
Bald Eagle,-2.879879533,2.304728137
Bald Eagle,-2.512678098,3.075027597
Bald Eagle,-2.50750942,2.724161608
Bald Eagle,-2.32046474,2.939736574
Bald Eagle,-3.16586771,2.57662041
Bald Eagle,-2.639682812,2.85361295
Bald Eagle,-1.59237954,2.852941174
Bald Eagle,-2.136917703,2.643156343
Bald Eagle,-1.894526278,3.000507319
Bald Eagle,-3.068783245,2.894791473
Bald Eagle,-2.662921034,2.728845328
Bald Eagle,-2.546881282,2.84128331
Bald Eagle,-2.625240738,2.833406053
Bald Eagle,-2.427439388,2.331067337
Bald Eagle,-2.444408939,2.864198878
Bald Eagle,-1.994445399,2.654307586
Bald Eagle,-3.164945611,2.464453244
Bald Eagle,-2.791564362,2.805404804
Bald Eagle,-2.268144251,2.786301615
Bald Eagle,-2.552906289,2.747034713
Bald Eagle,-2.541406956,3.196420813
Bald Eagle,-2.956039667,2.492751089
Bald Eagle,-2.646683478,3.053838863
Bald Eagle,-2.222292826,2.718892793
Bald Eagle,-2.081625861,3.448677262
Bald Eagle,-2.842164114,2.691274394
Bald Eagle,-2.679402547,3.085272001
Bald Eagle,-2.402061712,2.444312016
Bald Eagle,-2.750441578,3.019491439
Bald Eagle,-2.24986715,3.180772495
Bald Eagle,-2.541070835,3.019527123
Bald Eagle,-2.494976876,2.898466666
Bald Eagle,-1.960127435,3.012657391
Bald Eagle,-1.973556505,3.102302052
Bald Eagle,-2.386628631,2.504622515
Bald Eagle,-2.262808352,2.407283177
Bald Eagle,-2.345095699,3.204182592
Bald Eagle,-2.797685863,2.515059533
Bald Eagle,-2.23748888,2.862367641
Bald Eagle,-3.044533929,2.954310389
Bald Eagle,-2.688164782,2.743428077
Bald Eagle,-2.459375498,2.74708591
Bald Eagle,-2.859438735,2.813108113
Bald Eagle,-2.765718885,2.782198841
Bald Eagle,-1.750725064,2.647990791
Bald Eagle,-2.668611057,2.932898909
Bald Eagle,-2.415056827,3.11288053
Bald Eagle,-1.91194635,2.588708329
Bald Eagle,-2.307197009,2.727636772
Bald Eagle,-2.444389756,3.112605114
Bald Eagle,-2.697434898,3.019378766
Bald Eagle,-3.348473066,2.972044838
Bald Eagle,-1.899220784,3.228439961
Bald Eagle,-2.363824279,2.995897218
Bald Eagle,-4.18114013,2.591874374
Bald Eagle,-2.628209248,2.702035686
Bald Eagle,-2.582511272,2.891492304
Bald Eagle,-2.737162023,2.893094776
Bald Eagle,-2.983493281,2.799155895
Bald Eagle,-3.048604977,2.807838258
Bald Eagle,-2.672195833,2.656029218
Bald Eagle,-3.078311794,3.639707228
Bald Eagle,-2.507461558,2.68280165
Bald Eagle,-2.518408001,2.885971923
Bald Eagle,-2.725354795,3.009908206
Bald Eagle,-2.443165673,2.769146931
Bald Eagle,-2.380778337,2.983776042
Bald Eagle,-2.312569626,3.027637271
Bald Eagle,-2.633910113,2.712784077
Bald Eagle,-2.79045654,2.222785375
Bald Eagle,-2.9919436,2.869090292
Bald Eagle,-2.776698654,2.873869583
Bald Eagle,-2.739968693,2.755897805
Bald Eagle,-2.327271033,2.733358298
Bald Eagle,-3.062629586,2.998405327
Bald Eagle,-2.685596246,3.055069652
Bald Eagle,-2.45372997,3.269891707
Bald Eagle,-2.243454375,3.206502608
Bald Eagle,-2.992341352,2.725975648
Bald Eagle,-2.0114139,3.097315863
Bald Eagle,-2.628206201,2.72806635
Bald Eagle,-2.282393744,2.767084344
Bald Eagle,-2.215020753,2.575322083
Bald Eagle,-2.309512022,2.519682687
Bald Eagle,-2.400964872,2.371144928
Bald Eagle,-2.258750395,2.528979812
Bald Eagle,-2.424813606,3.870748469
Bald Eagle,-2.186844697,2.803315613
Bald Eagle,-2.413993255,2.375450731
Bald Eagle,-2.337787906,2.777771247
Bald Eagle,-2.581995898,3.121236921
Bald Eagle,-2.583670166,2.806832688
Bald Eagle,-2.584791889,3.118216589
Bald Eagle,-2.771995226,2.699003814
Bald Eagle,-2.41739516,2.666833452
Bald Eagle,-3.00709925,2.319545255
Bald Eagle,-2.257191246,2.893474667
Bald Eagle,-2.517296995,3.39230514
Bald Eagle,-2.520889663,2.502501384
Bald Eagle,-2.989869078,3.273735652
Bald Eagle,-2.344598611,2.958869926
Bald Eagle,-2.156394754,2.865053068
Bald Eagle,-2.941794794,2.577224244
Bald Eagle,-2.85209178,2.545217364
Bald Eagle,-1.905780815,3.09256533
Bald Eagle,-2.411620503,2.885697442
Bald Eagle,-2.742363586,2.564988516
Bald Eagle,-2.801633155,2.743888713
Bald Eagle,-2.073857506,2.882848497
Bald Eagle,-2.039424157,3.003008596
Bald Eagle,-2.885565175,2.550070545
Bald Eagle,-2.968953699,3.21177253
Bald Eagle,-3.066810333,2.587975848
Bald Eagle,-2.480293365,2.731625304
Bald Eagle,-2.492642283,2.884521714
Bald Eagle,-2.364668405,2.835194441
Bald Eagle,-2.040250962,2.767282359
Bald Eagle,-2.999011209,2.813405352
Bald Eagle,-2.28835758,2.718889428
Bald Eagle,-2.470305803,2.577168907
Bald Eagle,-2.801525763,2.928637226
Bald Eagle,-1.904118131,2.848266868
Bald Eagle,-2.606850375,2.546883272
Bald Eagle,-2.581644451,2.665524741
Bald Eagle,-2.437384624,2.86168694
Bald Eagle,-2.770257691,3.059227293
Bald Eagle,-2.255287784,2.317672962
Bald Eagle,-2.775342305,2.701573943
Bald Eagle,-2.59215778,3.282863297
Bald Eagle,-2.841727986,2.817836671
Bald Eagle,-2.143800698,2.839117031
Bald Eagle,-2.03674044,2.336194157
Bald Eagle,-2.405660782,2.717637717
Bald Eagle,-2.86090686,2.721045403
Bald Eagle,-2.462931951,2.747599596
Bald Eagle,-3.092472081,2.931557016
Bald Eagle,-1.912615224,2.821664232
Bald Eagle,-2.87143749,2.788023444
Bald Eagle,-2.169444815,2.592736552
Bald Eagle,-2.779202376,2.615992796
Bald Eagle,-2.460180998,2.859626736
Bald Eagle,-2.195477408,3.225948693
Bald Eagle,-3.073906044,2.624089585
Bald Eagle,-2.920038413,2.462662474
Bald Eagle,-2.877013254,3.173693238
Bald Eagle,-3.046350262,2.558876787
Bald Eagle,-2.199426145,2.627222674
Bald Eagle,-2.505244427,2.754112328
Bald Eagle,-2.4750735,2.82369665
Bald Eagle,-2.528384676,2.358057118
Bald Eagle,-2.080928117,3.001619567
Bald Eagle,-2.803675408,3.487383768
Bald Eagle,-1.985500146,2.276446787
Bald Eagle,-2.404580106,2.207611334
Bald Eagle,-2.263105001,2.622611951
Bald Eagle,-1.725398236,2.837841683
Bald Eagle,-3.229619771,2.865767776
Bald Eagle,-2.719873247,2.475006596
Bald Eagle,-2.154359116,2.820278184
Bald Eagle,-2.677356383,2.78692701
Bald Eagle,-2.895029026,2.845364956
Bald Eagle,-2.053799171,2.952160327
Bald Eagle,-3.093841683,2.810550178
Bald Eagle,-2.71914678,3.118593592
Bald Eagle,-3.049571805,2.216811283
Bald Eagle,-1.729652376,2.723843019
Bald Eagle,-2.243179433,2.543936269
Bald Eagle,-2.518178919,2.638901559
Bald Eagle,-2.678776181,3.051213059
Bald Eagle,-2.777376094,2.630864426
Bald Eagle,-1.927730493,2.889773121
Bald Eagle,-2.240839992,2.523838491
Bald Eagle,-1.959806644,3.415993213
Bald Eagle,-2.315625362,3.445901492
Bald Eagle,-2.543905992,3.077081364
Bald Eagle,-2.872662531,2.489255998
Bald Eagle,-2.468719391,2.919212684
Bald Eagle,-3.032165099,2.588196149
Bald Eagle,-2.025623209,2.917046238
Bald Eagle,-2.564166436,2.697085172
Bald Eagle,-2.804381039,2.7833422
Bald Eagle,-2.256334292,2.545459847
Bald Eagle,-2.400870789,2.528886277
Bald Eagle,-2.884854521,2.587560132
Bald Eagle,-2.679234614,2.633820062
Bald Eagle,-2.549806575,2.697044172
Bald Eagle,-1.813279276,2.805504153
Bald Eagle,-1.474103926,2.815282617
Bald Eagle,-2.771745761,2.699918546
Bald Eagle,-2.558166046,3.033697385
Bald Eagle,-2.869841613,2.80450512
Bald Eagle,-2.526596789,3.053326046
Bald Eagle,-2.421606622,2.499057541
Bald Eagle,-2.44617175,2.962774632
Bald Eagle,-2.593062605,2.596295001
Bald Eagle,-2.970731043,2.668692232
Bald Eagle,-2.904607053,2.993861037
Bald Eagle,-2.353834993,3.245354607
Bald Eagle,-2.841138396,2.677231178
Bald Eagle,-1.897369192,3.197387992
Bald Eagle,-2.837032788,3.149242001
Bald Eagle,-2.021019316,2.703320924
Bald Eagle,-2.942149437,3.404545344
Bald Eagle,-1.852706448,3.156384096
Bald Eagle,-2.443043655,2.688067186
Bald Eagle,-2.110056836,3.200038063
Bald Eagle,-3.288308603,3.114228949
Bald Eagle,-2.359417988,2.990142048
Bald Eagle,-3.189660424,2.829986552
Bald Eagle,-2.574539977,2.408256786
Bald Eagle,-2.529052473,3.114249758
Bald Eagle,-2.785015786,2.719882342
Bald Eagle,-2.736808853,2.761397274
Bald Eagle,-1.867786236,2.610670955
Bald Eagle,-2.44759614,3.027701682
Bald Eagle,-2.063703069,2.710535142
Bald Eagle,-2.608626987,2.91808296
Bald Eagle,-3.10270228,2.539430431
Bald Eagle,-2.040867454,2.769926034
Bald Eagle,-3.068895714,2.538247951
Bald Eagle,-2.349147993,2.568663416
Bald Eagle,-2.583768722,3.270505317
Bald Eagle,-2.840214895,2.945404061
Bald Eagle,-2.341035396,2.874212833
Bald Eagle,-2.610116524,2.551139834
Bald Eagle,-3.578592555,2.619269251
Bald Eagle,-2.222076549,2.579898854
Bald Eagle,-1.808380528,2.547879516
Bald Eagle,-2.160088469,3.091090051
Bald Eagle,-2.814167821,2.801768717
Bald Eagle,-2.464562255,2.44913825
Bald Eagle,-2.539667789,2.546542439
Bald Eagle,-3.137877268,2.596743644
Bald Eagle,-2.729503323,2.699159253
Bald Eagle,-2.435614799,2.760339984
Bald Eagle,-2.227938822,2.761644491
Bald Eagle,-2.044011989,3.069999645
Bald Eagle,-2.400119557,2.7397671
Bald Eagle,-2.539215262,2.692385211
Bald Eagle,-2.340401969,2.422387233
Bald Eagle,-2.28872681,3.00386802
Bald Eagle,-2.695711711,2.855825567
Bald Eagle,-3.048438865,2.611662529
Bald Eagle,-3.221193201,2.637831519
Bald Eagle,-2.984399064,2.857278284
Bald Eagle,-2.417179663,3.320252365
Bald Eagle,-3.007672925,2.812928551
Bald Eagle,-2.755530479,2.841592215
Bald Eagle,-2.33891424,2.791999179
Bald Eagle,-2.908300243,2.902859434
Bald Eagle,-2.814246477,2.742521503
Bald Eagle,-3.007553115,2.917147527
Bald Eagle,-2.366946109,3.242581135
Bald Eagle,-2.673903428,2.626548635
Bald Eagle,-2.025046342,2.763354373
Bald Eagle,-1.936577836,2.714776073
Bald Eagle,-3.194778129,2.349126217
Bald Eagle,-2.451651101,2.774198266
Bald Eagle,-2.417961837,2.873905798
Bald Eagle,-2.080980197,2.898975245
Bald Eagle,-1.957161016,2.658487768
Bald Eagle,-2.826397418,2.655160899
Bald Eagle,-2.84570522,2.878636425
Bald Eagle,-2.763170255,2.733133735
Bald Eagle,-1.980430635,2.372451736
Bald Eagle,-2.383513133,2.928916913
Bald Eagle,-2.30275294,2.829234513
Bald Eagle,-2.396296844,2.895450434
Bald Eagle,-2.643765031,2.636600799
Bald Eagle,-2.10420561,2.997607508
Bald Eagle,-2.15093302,2.480606458
Bald Eagle,-1.92274053,2.850317975
Bald Eagle,-2.723007228,3.474931833
Bald Eagle,-2.332462502,2.560976249
Bald Eagle,-2.879815287,2.572726783
Bald Eagle,-2.0412953,2.956292965
Bald Eagle,-2.86656796,2.721143198
Bald Eagle,-2.773455987,2.762596233
Bald Eagle,-2.814515157,2.988030547
Bald Eagle,-2.598880302,2.378981515
Bald Eagle,-2.583364085,2.775429289
Bald Eagle,-2.992246433,2.77466792
Bald Eagle,-2.987959982,2.445236457
Bald Eagle,-2.382148814,2.773520618
Bald Eagle,-2.6371094,2.522984191
Bald Eagle,-2.392160158,2.429904718
Bald Eagle,-1.896859305,2.919511423
Bald Eagle,-2.607583917,3.509223778
Bald Eagle,-2.625118469,3.013056271
Bald Eagle,-3.165411913,2.79825326
Bald Eagle,-2.379752865,2.897580893
Bald Eagle,-2.397614104,3.004955036
Bald Eagle,-3.322718944,2.50407441
Bald Eagle,-2.420772771,2.87021518
Bald Eagle,-2.867908143,2.927821533
Bald Eagle,-2.388776482,2.779618644
Bald Eagle,-2.741001989,2.923602584
Bald Eagle,-2.043620652,2.680243801
Bald Eagle,-2.143417482,2.975896473
Bald Eagle,-2.687210483,2.857484174
Bald Eagle,-2.138282963,2.703968097
Bald Eagle,-3.212141412,2.770421813
Bald Eagle,-2.485692269,2.639091669
Bald Eagle,-2.408094815,3.290064498
Bald Eagle,-3.053342618,2.696007926
Bald Eagle,-3.138717211,2.867790538
Bald Eagle,-2.137799768,2.364263834
Bald Eagle,-2.496643107,2.941462605
Bald Eagle,-2.225161427,2.55850614
Bald Eagle,-2.808283051,2.98806346
Bald Eagle,-2.458798797,3.190690149
Bald Eagle,-3.034676312,2.666527324
Bald Eagle,-2.30790643,3.179219666
Bald Eagle,-2.812104729,3.382097013
Bald Eagle,-3.147289299,2.967509101
Bald Eagle,-2.647429601,2.472587854
Bald Eagle,-1.813196843,2.958682365
Bald Eagle,-1.496869464,2.73357855
Bald Eagle,-1.896391001,3.210917391
Bald Eagle,-2.543852388,3.220726924
Bald Eagle,-2.249782966,2.593811306
Bald Eagle,-3.316561003,2.6253738
Bald Eagle,-2.579461764,3.210697494
Bald Eagle,-2.7607802,2.371140885
Bald Eagle,-2.836279422,2.654492194
Bald Eagle,-2.48038609,2.681752728
Bald Eagle,-2.937137776,2.763882131
Bald Eagle,-2.636346278,2.653142753
Bald Eagle,-2.699899829,2.971266367
Bald Eagle,-2.838022916,2.584515995
Bald Eagle,-3.037044053,2.970773662
Bald Eagle,-2.52232342,2.826918204
Bald Eagle,-2.921967166,2.612413497
Bald Eagle,-2.769422156,3.146074579
Bald Eagle,-2.347723003,2.686460289
Bald Eagle,-2.727510225,2.978070293
Bald Eagle,-2.979603229,2.992239971
Bald Eagle,-2.439835025,2.587078609
Bald Eagle,-2.456611517,2.857114073
Bald Eagle,-2.527436776,3.409311848
Bald Eagle,-2.111971598,2.821135853
Bald Eagle,-2.703286765,2.546936099
Bald Eagle,-2.368892297,3.342761803
Bald Eagle,-2.583744662,2.81433343
Bald Eagle,-2.428131509,2.913901678
Bald Eagle,-1.97133264,2.682854428
Bald Eagle,-2.074577189,2.984243323
Bald Eagle,-2.949021745,2.686167288
Bald Eagle,-2.923634005,2.992794798
Bald Eagle,-1.514890504,2.221925461
Bald Eagle,-2.437144852,2.858269668
Bald Eagle,-2.875744947,3.011952039
Bald Eagle,-1.898575083,2.405968966
Bald Eagle,-2.590860742,2.929918843
Bald Eagle,-2.649053082,2.780029547
Bald Eagle,-2.637396027,2.623497484
Bald Eagle,-2.084572499,2.835389276
Bald Eagle,-2.264363532,2.788590409
Bald Eagle,-2.17198417,3.329460345
Bald Eagle,-2.495060531,2.690707467
Bald Eagle,-2.152346808,2.668463043
Bald Eagle,-2.81405965,3.482875003
Bald Eagle,-2.193736565,2.434634349
Bald Eagle,-2.295777073,3.110086117
Bald Eagle,-2.508102099,3.084940532
Bald Eagle,-2.704390294,2.832301034
Bald Eagle,-2.888830777,3.014156677
Bald Eagle,-2.14267009,2.774973245
Bald Eagle,-1.782812481,2.760220517
Bald Eagle,-2.313442648,3.094910813
Bald Eagle,-2.604591975,2.46049474
Bald Eagle,-2.608778088,3.11711254
Bald Eagle,-2.899271087,2.905878981
Bald Eagle,-2.058575239,2.805514287
Bald Eagle,-2.756109599,2.563701153
Bald Eagle,-2.655898261,2.625612183
Bald Eagle,-2.231390075,2.71716194
Bald Eagle,-2.203980676,2.856425436
Bald Eagle,-2.904050152,3.213906112
Bald Eagle,-2.548522175,2.90767828
Bald Eagle,-2.32687005,3.34854836
Bald Eagle,-2.759275732,3.153735169
Bald Eagle,-2.135431357,2.93920667
Bald Eagle,-2.368007504,3.10482452
Bald Eagle,-2.487199194,2.780337115
Bald Eagle,-2.84731509,2.651961821
Bald Eagle,-2.995643609,2.958287867
Bald Eagle,-2.788974641,2.907773197
Bald Eagle,-2.54262847,2.741019054
Bald Eagle,-1.934753775,2.422456635
Bald Eagle,-2.230129131,2.724417315
Bald Eagle,-2.825989921,2.772462182
Bald Eagle,-2.808696854,2.888109019
Bald Eagle,-2.887901155,2.922383824
Bald Eagle,-2.593808972,2.865637178
Bald Eagle,-2.999882143,2.565073866
Bald Eagle,-3.126594903,3.447024973
Bald Eagle,-2.419969732,2.973643627
Bald Eagle,-2.710800784,2.980505588
Bald Eagle,-2.064961705,2.857902524
Bald Eagle,-2.798878114,2.539636041
Bald Eagle,-2.698946354,3.016875239
Bald Eagle,-2.207338497,2.606519037
Bald Eagle,-2.504004588,2.949465445
Bald Eagle,-2.482717959,2.602630234
Bald Eagle,-2.464540751,3.007786248
Bald Eagle,-2.745956763,2.639468395
Bald Eagle,-3.126201982,2.796735395
Bald Eagle,-2.756430692,2.923829415
Bald Eagle,-2.561928878,2.495264568
Bald Eagle,-1.52047003,3.014410929
Bald Eagle,-2.585077183,2.93432362
Bald Eagle,-2.710672428,3.017322445
Bald Eagle,-2.663929495,3.056356761
Bald Eagle,-2.764611354,2.735700293
Bald Eagle,-2.430697623,2.849476088
Bald Eagle,-2.592951464,2.428202859
Bald Eagle,-3.66018115,2.815258788
Bald Eagle,-2.97297012,2.78148313
Bald Eagle,-2.104242554,2.388033747
Bald Eagle,-2.758456979,2.332314165
Bald Eagle,-1.860206381,3.284361533
Bald Eagle,-1.729539083,3.029875447
Bald Eagle,-2.844184332,3.15542118
Bald Eagle,-2.180048464,2.835364471
Bald Eagle,-2.297593573,2.728382878
Bald Eagle,-2.795760477,2.833747853
Bald Eagle,-2.537066152,2.750771678
Bald Eagle,-2.637276801,2.407433743
Bald Eagle,-3.095006173,3.148390579
Bald Eagle,-2.328932069,2.741548604
Bald Eagle,-2.351415988,2.630195875
Bald Eagle,-3.241585096,3.111015166
Bald Eagle,-3.005382597,2.943862153
Bald Eagle,-2.928390499,2.851386312
Bald Eagle,-2.425224468,2.367222015
Bald Eagle,-2.867119425,2.843105704
Bald Eagle,-2.300507309,2.89354415
Bald Eagle,-2.480759886,2.85307219
Bald Eagle,-1.943500614,2.390081643
Bald Eagle,-2.684451196,2.828782946
Bald Eagle,-2.507390274,2.621441235
Bald Eagle,-2.257807861,2.440351825
Bald Eagle,-2.722762732,3.197454482
Bald Eagle,-2.665039637,2.745801691
Bald Eagle,-2.64524896,2.217639694
Bald Eagle,-2.296346267,3.309318451
Bald Eagle,-2.170478389,2.602385123
Bald Eagle,-1.450427112,2.656415297
Bald Eagle,-2.416613974,3.113467209
Bald Eagle,-2.401773,2.806171383
Bald Eagle,-2.013068059,3.092167459
Bald Eagle,-1.888897943,2.499405184
Bald Eagle,-1.547969147,3.1300576
Bald Eagle,-2.290601857,2.543100041
Bald Eagle,-2.509078563,3.065672481
Bald Eagle,-2.153708607,3.069454651
Bald Eagle,-1.852405218,3.062297491
Bald Eagle,-3.023850301,3.029928165
Bald Eagle,-2.168017689,3.120156547
Bald Eagle,-2.191724332,3.040344239
Bald Eagle,-2.912488045,2.724070328
Bald Eagle,-1.865229139,2.878812029
Bald Eagle,-3.138657847,2.667968895
Bald Eagle,-3.122447512,2.851481606
Bald Eagle,-2.848464487,2.420801516
Bald Eagle,-2.468085614,2.593435405
Bald Eagle,-2.365977182,2.618684601
Bald Eagle,-3.351689729,2.746794658
Bald Eagle,-2.838483933,2.592051218
Bald Eagle,-2.761046992,3.157647274
Bald Eagle,-2.324775223,2.703729339
Bald Eagle,-2.545065481,3.268506636
Bald Eagle,-2.331601614,2.551438006
Bald Eagle,-2.630454914,2.752452947
Bald Eagle,-3.064421769,2.646701794
Bald Eagle,-2.288474387,2.676462249
Bald Eagle,-2.117230577,2.914577464
Bald Eagle,-2.747957825,2.532290834
Bald Eagle,-2.508448562,2.789430536
