variable,before,after
Merlin,-2.178147448,1.606163968
Merlin,-0.254891715,1.958206306
Merlin,0.194572844,1.780356694
Merlin,-1.121822237,2.035479201
Merlin,-1.62863306,1.944960192
Merlin,-0.452129545,1.754333369
Merlin,-1.27238017,2.104733281
Merlin,-0.176482342,1.535544185
Merlin,-0.517267747,1.919467947
Merlin,-0.475538946,1.407935518
Merlin,-0.827203144,1.910150995
Merlin,-0.382097813,1.730451775
Merlin,-1.670791989,1.643430651
Merlin,-1.023731034,2.028693411
Merlin,-0.68364759,1.773598395
Merlin,-1.773588194,1.966426589
Merlin,0.102888103,1.938217038
Merlin,-0.708859702,1.734535456
Merlin,-0.802256642,2.313085465
Merlin,-1.555042104,1.625508481
Merlin,-1.416837356,1.742382174
Merlin,-0.539925367,1.704175815
Merlin,-3.797541743,1.387006703
Merlin,-0.011110138,1.594045858
Merlin,-0.899039171,1.90825276
Merlin,-0.696497147,1.981236392
Merlin,-1.284560419,1.625999001
Merlin,-0.442163982,1.788287789
Merlin,-0.817303293,2.000887357
Merlin,-0.621869433,1.936451847
Merlin,0.110868297,1.420006667
Merlin,-0.853220429,1.901075539
Merlin,-0.695526188,2.041687172
Merlin,-0.810284435,1.527612234
Merlin,-1.322710086,1.462283294
Merlin,-3.139217637,1.565578095
Merlin,-0.160709817,1.626211603
Merlin,-0.605262983,1.89196617
Merlin,-0.409866497,1.958123234
Merlin,-0.926494126,1.549452638
Merlin,-1.611959102,2.099358627
Merlin,-1.805940864,1.764303847
Merlin,-1.134596074,1.941602238
Merlin,-0.919333381,1.575450902
Merlin,-2.778421254,1.90214581
Merlin,-0.494951779,1.665991758
Merlin,0.116591457,1.622094405
Merlin,-1.373518068,1.324341517
Merlin,-0.230846965,1.636088314
Merlin,0.00381971,1.652107886
Merlin,-0.708214809,1.614399513
Merlin,-0.682976551,2.053258878
Merlin,-2.706707514,1.674329976
Merlin,-0.775399102,1.475186834
Merlin,0.051914113,1.412712259
Merlin,-0.45205794,1.701795984
Merlin,-1.167580744,1.652009971
Merlin,0.227714236,1.95165985
Merlin,-0.574928903,1.722941323
Merlin,-0.873731737,1.865981541
Merlin,-0.594612096,1.869900153
Merlin,-1.198803916,1.760059569
Merlin,-0.22660627,1.650461285
Merlin,-1.547515636,1.71752021
Merlin,-1.326233995,1.892169484
Merlin,-1.112366179,1.39001885
Merlin,-0.808190631,1.881583207
Merlin,-0.945627958,1.770895463
Merlin,-0.008856474,1.668239434
Merlin,-0.812339876,2.003107774
Merlin,-1.019499206,1.592023389
Merlin,0.073537574,1.893013042
Merlin,0.396582403,1.618120307
Merlin,-0.552702439,1.694064562
Merlin,-0.793004646,1.641563878
Merlin,-0.688667781,1.397318471
Merlin,-1.934380454,2.102971152
Merlin,-1.661085536,1.822208244
Merlin,-0.268477637,1.524420345
Merlin,-2.132285579,1.722709263
Merlin,0.006815515,1.590167754
Merlin,-0.580604621,1.643890522
Merlin,-2.342183501,1.693682579
Merlin,-0.435928919,2.265777449
Merlin,-0.801167276,2.258001309
Merlin,-1.424759312,1.779084212
Merlin,-0.717610069,1.731178188
Merlin,-0.027695249,1.591921119
Merlin,-0.222196182,1.751022678
Merlin,-0.20520677,1.911063544
Merlin,-0.213906022,1.932710118
Merlin,0.167449956,1.630418283
Merlin,-1.21966277,1.878905986
Merlin,-0.6309247,1.500950487
Merlin,-0.985924648,1.842229855
Merlin,-2.169904469,1.817665571
Merlin,-0.367252562,1.958503792
Merlin,-0.114942729,1.747832849
Merlin,-0.821965246,1.718610196
Merlin,-1.771447266,1.656279833
Merlin,-0.801723579,1.510422611
Merlin,-0.48199736,1.594379516
Merlin,-1.20042664,1.807205799
Merlin,-1.153622355,1.886791512
Merlin,-1.575637415,1.901264451
Merlin,0.073780357,1.694627893
Merlin,-0.867099359,1.655677637
Merlin,-0.456790972,1.840356232
Merlin,-0.925490651,1.715767359
Merlin,-1.020606556,2.136635479
Merlin,-0.183837245,1.698080528
Merlin,-0.36213301,1.860092043
Merlin,0.162342131,1.670138462
Merlin,-0.740956585,1.547984163
Merlin,-1.435460003,1.966988506
Merlin,-0.354840704,1.885332455
Merlin,-0.591905733,1.853198888
Merlin,-0.977232845,1.924129086
Merlin,-0.59035655,1.874157302
Merlin,-1.620872638,1.85148455
Merlin,-1.30394851,1.429084953
Merlin,-1.850006771,2.041568809
Merlin,-0.312312891,1.501857936
Merlin,-0.777753558,1.731213906
Merlin,-1.409359901,2.271890063
Merlin,-1.381119071,2.06759616
Merlin,-1.530580658,1.673520888
Merlin,-1.096837322,1.850008787
Merlin,-1.046686364,1.725235553
Merlin,-0.914573378,1.568370286
Merlin,-1.086666981,1.809673375
Merlin,-0.378241615,1.826934779
Merlin,-1.583880375,1.642194236
Merlin,-2.02170437,1.823983519
Merlin,-3.87108734,1.513358893
Merlin,-0.239039523,2.001162541
Merlin,-1.104529235,1.803119482
Merlin,-0.252480577,1.675257348
Merlin,-0.673452251,1.506778775
Merlin,-0.111994868,1.868357018
Merlin,0.36943232,1.760905127
Merlin,-1.461963635,1.932626596
Merlin,-0.476902225,1.618498077
Merlin,-0.56246146,1.946901065
Merlin,-1.610818548,1.664988531
Merlin,-0.372458421,1.576109758
Merlin,0.089034057,2.276731838
Merlin,-0.743398114,1.827573552
Merlin,-0.198482862,2.004821527
Merlin,-0.554197538,2.017042297
Merlin,-0.974784204,1.490772902
Merlin,-0.845624696,2.037528777
Merlin,-0.445228877,1.895428173
Merlin,-0.57977462,1.825097483
Merlin,-0.612924408,1.789536828
Merlin,-0.266980135,1.73955485
Merlin,-1.494434019,1.938323309
Merlin,-0.493953958,1.823905147
Merlin,-1.489993601,1.919156423
Merlin,0.061298855,1.78246235
Merlin,-0.604556947,1.428882818
Merlin,0.053247607,1.807846914
Merlin,-0.886341106,1.925547009
Merlin,-1.010421173,1.644459009
Merlin,0.281419189,1.46985334
Merlin,-0.849421921,1.900789853
Merlin,-0.915796566,1.843316636
Merlin,0.011021401,1.665560278
Merlin,-0.750629624,1.983056023
Merlin,-0.303928485,1.896398904
Merlin,-0.541901665,1.949185512
Merlin,-0.433641864,1.878468564
Merlin,-0.880279937,1.833466022
Merlin,-1.988616502,1.899265594
Merlin,-0.323237617,1.434433371
Merlin,-0.146036657,1.81195682
Merlin,-0.414312976,1.860576188
Merlin,-0.27712989,1.942958797
Merlin,-1.726238889,1.494567301
Merlin,-1.883920167,1.611618525
Merlin,-0.785139433,1.596681643
Merlin,0.359676122,1.958166001
Merlin,-1.366691119,1.850499238
Merlin,-0.74084316,1.60041079
Merlin,0.013339689,1.876139437
Merlin,0.08583473,1.895737381
Merlin,-1.201982753,1.604288302
Merlin,-1.201335115,1.80267318
Merlin,-0.180447135,1.933767082
Merlin,-0.270700238,1.464063567
Merlin,-0.985928858,1.740668501
Merlin,-1.32878191,1.807692369
Merlin,-1.859829446,1.918394839
Merlin,-0.435695764,1.498441793
Merlin,-1.542016352,1.939130381
Merlin,-1.096143173,1.9736076
Merlin,-1.071963326,2.026159144
Merlin,-1.821693792,1.71863435
Merlin,-4.499819244,1.378624684
Merlin,-1.663985849,1.772395674
Merlin,-0.087156855,2.236621207
Merlin,-0.910700688,1.912528547
Merlin,-1.725765718,1.674025126
Merlin,-1.245829,1.446039483
Merlin,0.227274839,1.763793076
Merlin,-1.1849163,1.636678858
Merlin,-0.846732691,1.619826938
Merlin,0.181597145,1.598091199
Merlin,-0.837935765,2.229872437
Merlin,-1.049195385,2.036948856
Merlin,-0.925355689,1.662580929
Merlin,-0.862439754,1.68626136
Merlin,-1.477574356,1.569727499
Merlin,-0.520095728,1.697184016
Merlin,-0.199110414,2.13105345
Merlin,-0.176025813,1.967153523
Merlin,-1.083972911,1.95299792
Merlin,-1.174309097,1.606645061
Merlin,-1.615358959,2.153272015
Merlin,-2.391371194,1.645594545
Merlin,-0.774284037,1.64857129
Merlin,-0.514238941,1.812226207
Merlin,-1.388667179,2.082685748
Merlin,-0.268083298,1.701482683
Merlin,-1.293242809,1.61718923
Merlin,0.141731566,1.96313737
Merlin,-0.956076091,1.715282266
Merlin,-2.099800905,1.627440473
Merlin,-0.626516299,1.71879972
Merlin,-0.631281138,1.802815051
Merlin,-1.482759551,1.700311979
Merlin,-2.558088837,1.713631297
Merlin,-0.449257479,1.70211488
Merlin,-0.381697915,2.145521648
Merlin,-0.029124936,1.916240873
Merlin,-0.794987679,1.795563378
Merlin,-0.713505859,1.748757561
Merlin,-0.520046977,1.855960097
Merlin,0.107455135,2.083157392
Merlin,-0.187378859,1.732681349
Merlin,-0.531366056,1.801329779
Merlin,-2.354893174,1.651330513
Merlin,-0.733836243,2.033770607
Merlin,-1.217638455,1.557084731
Merlin,-0.505799658,1.789434132
Merlin,-0.512530905,1.863396686
Merlin,0.39775395,1.471580231
Merlin,-1.109337406,1.907190476
Merlin,-0.239856139,1.791110711
Merlin,0.162019902,1.772590585
Merlin,-1.448916165,1.759391723
Merlin,-1.375094329,1.928508351
Merlin,-0.199472934,1.953571499
Merlin,-1.352604224,1.608627384
Merlin,-0.538829783,1.725020788
Merlin,-0.019597036,1.817130646
Merlin,-0.475708168,2.130144655
Merlin,-1.999211258,2.126563241
Merlin,-0.432756852,1.775897318
Merlin,-0.326302731,1.767400039
Merlin,-0.00010206,1.64595665
Merlin,-1.697524116,1.614410735
Merlin,-0.867548866,1.5189927
Merlin,0.231269604,1.845456993
Merlin,-2.245587157,1.749778571
Merlin,-1.667617063,1.654845685
Merlin,-0.120506603,1.648250733
Merlin,-0.271539457,1.827452562
Merlin,-1.259601116,1.721146963
Merlin,-1.150564337,1.786868339
Merlin,0.478964226,1.663296392
Merlin,-0.672885569,1.973707734
Merlin,-1.675199298,1.625924681
Merlin,-1.438535227,1.65768054
Merlin,-2.36706159,1.785459848
Merlin,-1.213869481,1.788953524
Merlin,0.050649954,1.702548466
Merlin,-0.734581,1.496195065
Merlin,-0.709373695,1.941886719
Merlin,-0.355296128,1.824050019
Merlin,-1.224213743,1.696831506
Merlin,-0.933586163,1.987319034
Merlin,-0.496618739,1.80014412
Merlin,0.212389935,1.474495808
Merlin,-0.432040985,1.73868921
Merlin,-0.575011092,1.856782201
Merlin,0.482185025,1.718064093
Merlin,-0.081626788,1.522842043
Merlin,-0.669169084,1.982680802
Merlin,-1.284126717,1.795506576
Merlin,-1.970643524,1.543264979
Merlin,-1.377043956,1.930656293
Merlin,-0.798914271,1.681605135
Merlin,-0.241534552,1.775886977
Merlin,-2.191701888,1.740831448
Merlin,-1.052521648,1.852258498
Merlin,-1.104570704,1.980598205
Merlin,-0.75784257,1.385099325
Merlin,-0.703062483,1.688653368
Merlin,-0.966278425,1.873574942
Merlin,-1.287792825,1.936603028
Merlin,-0.205229909,1.73141741
Merlin,-0.486580188,1.563027699
Merlin,-0.236008167,1.526036928
Merlin,-0.601127832,1.957287673
Merlin,-0.048986997,1.986993351
Merlin,-0.086942878,1.713827563
Merlin,-1.532379714,1.892438408
Merlin,0.010695066,1.810907617
Merlin,-0.551810717,1.890869974
Merlin,-1.889098999,1.320281972
Merlin,0.995517507,1.560825495
Merlin,-0.450340657,1.784861803
Merlin,-1.618627491,1.798542534
Merlin,-0.000882164,1.651736102
Merlin,-1.513395432,1.627526405
Merlin,-0.932617899,1.766737601
Merlin,-0.146906369,1.783738264
Merlin,-0.831685828,1.876820897
Merlin,-0.06109244,1.776931157
Merlin,-0.344766937,1.929700374
Merlin,-1.50311598,2.039130981
Merlin,-0.30335259,1.487360652
Merlin,-1.091809956,1.42766266
Merlin,-1.600655879,1.822430836
Merlin,-0.361130325,1.7828809
Merlin,-1.146411254,1.748877267
Merlin,-1.847872293,1.537492829
Merlin,-0.259904537,1.550284351
Merlin,-1.59678672,2.264010608
Merlin,-0.772375173,2.068248665
Merlin,-0.557826784,1.755351068
Merlin,-0.118746599,1.834577898
Merlin,0.740995127,1.289249781
Merlin,-0.528331888,1.895716164
Merlin,0.316443062,1.674266746
Merlin,-1.179952625,1.570630606
Merlin,-0.026627917,2.102790562
Merlin,0.146030507,1.580692144
Merlin,-1.981487527,1.944852446
Merlin,-0.408191052,2.04349998
Merlin,-1.477011822,2.107152444
Merlin,-0.544357424,1.666854177
Merlin,-0.072811871,1.712089121
Merlin,-1.581946894,1.535986363
Merlin,-1.760990974,1.88562721
Merlin,-0.287832031,1.746849299
Merlin,0.094945685,1.754353008
Merlin,-1.169685427,1.630912638
Merlin,-0.8975644,1.695194456
Merlin,-0.287202329,1.808097714
Merlin,-1.114220353,1.928168515
Merlin,-0.462396973,1.550767447
Merlin,-1.155113685,1.746717626
Merlin,-0.448542251,1.685151213
Merlin,0.20007308,1.876379089
Merlin,-1.186686625,1.880357692
Merlin,-0.604634091,1.500511195
Merlin,-0.906628445,1.67725553
Merlin,-1.340843278,1.501921835
Merlin,-0.587581406,1.972122191
Merlin,-0.582468555,2.172020946
Merlin,-0.942255129,1.762237219
Merlin,-0.961304601,1.733728551
Merlin,-1.420223232,1.828040116
Merlin,-0.88299853,1.581372699
Merlin,-1.080533433,2.076791503
Merlin,-1.30315533,1.609539778
Merlin,-0.249167432,1.907658143
Merlin,-1.152669636,1.874397685
Merlin,-1.636439352,1.831805245
Merlin,-0.966309866,1.773645655
Merlin,0.209575499,1.709056654
Merlin,-1.175732976,1.558925764
Merlin,0.344699128,2.07748733
Merlin,-0.658247217,1.90685905
Merlin,-1.41851314,1.710580817
Merlin,-0.653228359,1.785995628
Merlin,-1.254269992,1.805887052
Merlin,-2.154677498,1.480678065
Merlin,-0.265064975,2.188887592
Merlin,-0.134548433,1.548384592
Merlin,-0.353285671,1.845716214
Merlin,-0.852578872,1.986987972
Merlin,-0.200871902,1.609191465
Merlin,-0.634794169,1.845528676
Merlin,-2.274168252,1.651932127
Merlin,-0.561566513,1.960387134
Merlin,-0.079461247,2.031194293
Merlin,0.263325771,1.529348454
Merlin,0.098426292,1.663287588
Merlin,-1.40124767,1.795710168
Merlin,-1.243448771,1.626562926
Merlin,-0.381896717,1.80280256
Merlin,-0.476623579,2.50528532
Merlin,-0.236764736,1.769143851
Merlin,-1.871615573,1.550951274
Merlin,-1.758860743,2.055469766
Merlin,-0.405504042,1.696858443
Merlin,-1.407061216,1.743642013
Merlin,-1.550256022,1.781869598
Merlin,0.254485264,1.75225995
Merlin,-0.17925356,1.700769344
Merlin,-1.248320792,1.907570334
Merlin,-0.741792282,1.763741842
Merlin,-0.8598942,1.680080672
Merlin,-1.022562147,1.997870124
Merlin,-0.962733973,1.706949601
Merlin,-0.016015984,1.922387669
Merlin,-0.58913724,1.851605614
Merlin,-0.507070968,1.396318836
Merlin,-1.984774376,1.549223089
Merlin,-1.12555108,1.782511731
Merlin,-0.463122518,1.804291454
Merlin,-0.243657633,1.735344784
Merlin,-0.605153669,1.499246115
Merlin,-0.275751723,1.609647202
Merlin,-0.131634039,1.851302684
Merlin,-2.352852704,1.645260538
Merlin,0.156508326,1.744964301
Merlin,-0.742104154,1.774324491
Merlin,-0.569920039,1.719052506
Merlin,-0.801285844,1.636558901
Merlin,-1.077353146,1.825735331
Merlin,0.136878149,1.705398155
Merlin,-0.34784953,1.65681066
Merlin,0.279571235,1.715156611
Merlin,-1.573568565,1.872676882
Merlin,0.110884617,1.96790197
Merlin,-0.068691174,1.893020936
Merlin,-0.40944567,1.704857262
Merlin,0.056720571,1.613804644
Merlin,-1.689964836,1.558972734
Merlin,-0.430224062,1.657658229
Merlin,-1.431802251,1.770395048
Merlin,-0.169491695,2.018948387
Merlin,-0.562746352,1.890517357
Merlin,-1.62581745,1.899483116
Merlin,-1.479260206,1.594997959
Merlin,-1.615443957,1.887931271
Merlin,-0.047565324,1.726833016
Merlin,-2.3122052,1.839229255
Merlin,-3.210911805,1.765477024
Merlin,-0.002056742,1.821475808
Merlin,-0.445601272,1.637478168
Merlin,-0.506530733,2.185435405
Merlin,-0.291742674,1.610015947
Merlin,-1.464465699,1.710261112
Merlin,-0.133194916,1.75497501
Merlin,-0.883098199,1.497980758
Merlin,-1.564663401,1.838746119
Merlin,-0.483627371,1.691781802
Merlin,-0.7040619,1.924603625
Merlin,-0.827882111,2.016612192
Merlin,-0.192752373,1.775182521
Merlin,-2.455926138,1.611749454
Merlin,-0.619329083,1.64647049
Merlin,0.437830169,1.664468357
Merlin,-1.035080161,1.752589714
Merlin,-0.458500451,1.660102063
Merlin,-0.288736292,1.409926008
Merlin,-1.582158096,1.870776555
Merlin,-0.162618077,1.275517772
Merlin,-1.100480879,1.535348013
Merlin,-0.219966326,1.393519453
Merlin,-0.362413811,1.605911644
Merlin,-0.825810169,1.594333015
Merlin,-0.290819938,1.695274772
Merlin,-1.619898486,1.835643178
Merlin,-0.594095734,1.6708346
Merlin,-1.248608756,1.77351782
Merlin,-0.275038312,1.890093966
Merlin,-0.698889302,1.721844097
Merlin,-1.583628005,2.070314078
Merlin,-0.220012882,1.701055524
Merlin,-1.038703137,1.629735761
Merlin,-1.039105118,1.739825434
Merlin,-0.518891936,1.495379974
Merlin,-1.727424404,1.730998268
Merlin,-1.633110139,1.655986571
Merlin,-0.624015336,1.962002358
Merlin,-1.467397534,1.684024802
Merlin,-1.31076189,1.75387775
Merlin,-0.547070534,1.564880466
Merlin,0.079912067,1.698387829
Merlin,0.33009314,1.433681492
Merlin,-1.238980808,1.92105868
Merlin,0.153523977,1.630333823
Merlin,-1.015564528,1.946084679
Merlin,-1.107385401,1.546247795
Merlin,-1.776208376,1.610673501
Merlin,-1.571767724,2.083591441
Merlin,-0.162788817,1.705221486
Merlin,-0.474663624,1.906104497
Merlin,-1.627073765,1.943281234
Merlin,-0.362907283,1.803458082
Merlin,-0.48151554,1.813200592
Merlin,-1.44449153,1.505953418
Merlin,-0.83650572,2.11691942
Merlin,-0.525524566,1.793517506
Merlin,-1.22671086,1.978323112
Merlin,-0.245156255,1.801071794
Merlin,-0.351276445,1.705299612
Merlin,-0.80237159,1.954554471
Merlin,-1.175558859,1.64845337
Merlin,0.003655846,1.990601642
Merlin,-0.98793575,1.481615717
Merlin,-0.640110251,1.558112
Merlin,-2.438768319,1.63077222
Merlin,-0.943386072,1.786611533
Merlin,-0.694569502,2.051744581
Merlin,-1.316483776,1.658292587
Merlin,-1.56479382,1.715293413
Merlin,-0.220625234,1.865751906
Merlin,0.199754022,1.707107548
Merlin,-1.013067748,1.766768886
Merlin,-1.497967846,2.09806352
Merlin,-1.134680558,2.160770457
Merlin,-0.658225408,1.547172168
Merlin,-0.87083943,1.803839787
Merlin,-1.431839037,1.902129948
Merlin,-0.726658251,1.773806876
Merlin,-1.419920923,1.839109571
Merlin,0.469876696,1.555220902
Merlin,-0.348845057,1.402556817
Merlin,0.433275588,1.566453079
Merlin,-0.431926886,1.790672699
Merlin,-1.968620458,1.924174134
Merlin,-1.164800033,1.879342443
Merlin,-1.095175902,1.548355193
Merlin,-0.586059385,1.59422872
Merlin,-1.784405236,1.507050487
Merlin,-1.194389907,1.81659369
Merlin,-1.38812599,1.836266693
Merlin,-0.368292098,1.843909113
Merlin,-0.201543731,1.7063659
Merlin,-0.671405574,1.498167226
Merlin,-0.598261171,1.872974719
Merlin,-0.984892002,1.839341622
Merlin,-0.84712228,2.067070176
Merlin,0.083800943,1.685060442
Merlin,-0.735971428,1.624925844
Merlin,-0.195183181,1.90553948
Merlin,-0.252667114,1.742891041
Merlin,-0.107621442,1.950273244
Merlin,-0.378056818,1.63118491
Merlin,-0.566251819,2.318478032
Merlin,-0.278613513,2.117034281
Merlin,0.094988103,1.598411628
Merlin,-2.191094682,2.123433631
Merlin,-0.140331038,1.871961957
Merlin,-0.998793126,1.746878621
Merlin,-1.633393821,1.760646169
Merlin,-0.883291109,1.876778078
Merlin,-0.657333935,1.598079231
Merlin,0.005517197,1.838112677
Merlin,0.062953885,1.772473214
Merlin,-0.380891908,1.812254811
Merlin,-0.241234321,1.668259133
Merlin,-1.475785011,1.684978893
Merlin,-0.651795099,1.931659699
Merlin,-1.109788001,1.949007269
Merlin,-0.619228688,1.702162279
Merlin,-2.084643644,1.826020023
Merlin,-0.951407924,1.941980445
Merlin,-1.570673259,1.910700805
Merlin,-0.374171636,1.854801765
Merlin,-0.689269485,1.722052643
Merlin,-1.427292563,1.771591018
Merlin,-0.495961891,1.423293106
Merlin,-1.079561398,1.945829382
Merlin,-1.485245455,1.703285336
Merlin,-0.608546539,1.658822342
Merlin,-0.654534568,1.779844166
Merlin,-2.000543142,1.852412407
Merlin,-0.075669541,1.604997086
Merlin,-0.600680054,1.835892488
Merlin,-0.887053474,1.576708554
Merlin,-0.637446843,2.069618731
Merlin,-0.109239655,1.675030291
Merlin,0.45294611,1.365496918
Merlin,-1.597509138,1.781801014
Merlin,-1.468607842,1.843674042
Merlin,-0.448740078,1.690508656
Merlin,-1.229508072,1.727351456
Merlin,-1.082772849,1.920321351
Merlin,-3.468535614,1.551329739
Merlin,-0.322993319,1.612695081
Merlin,-0.890594965,1.76180142
Merlin,-1.374413026,1.731254255
Merlin,-0.81079382,1.533583143
Merlin,-0.842768499,1.720538385
Merlin,-0.553063521,1.745471491
Merlin,0.225611594,1.525985123
Merlin,-0.873882779,1.93287281
Merlin,-0.785228958,1.877078485
Merlin,-0.422558098,1.679257708
Merlin,-1.659466862,1.701193601
Merlin,-0.396105496,1.597534126
Merlin,-0.699778613,1.687886708
Merlin,0.418675305,1.624554568
Merlin,-0.370391571,1.88964225
Merlin,-0.591337054,1.580714802
Merlin,-0.885412841,1.912381423
Merlin,-1.751139153,1.750227501
Merlin,-1.090168549,1.660526269
Merlin,-1.283714142,1.826159539
Merlin,-0.853747367,1.76502764
Merlin,-0.448686043,1.934798373
Merlin,-0.872192881,1.74106236
Merlin,-2.42710767,1.6720861
Merlin,0.359911752,2.024362443
Merlin,0.468709036,1.337258489
Merlin,-0.546262092,1.933295812
Merlin,-0.973939068,1.673255395
Merlin,-0.995225578,1.967751942
Merlin,-1.037664906,1.789901819
Merlin,-0.335859677,1.766302499
Merlin,-0.176809415,1.535799569
Merlin,-0.842118216,1.972119703
Merlin,-1.118442456,1.721371479
Merlin,-0.302746478,1.729848915
Merlin,-1.242554916,1.880754923
Merlin,-1.809460651,2.281293451
Merlin,-2.074063217,1.864716077
Merlin,-0.881097605,2.084226434
Merlin,-0.02270026,1.888975209
Merlin,-0.688483599,1.483644449
Merlin,-0.926123391,1.916929145
Merlin,-0.540152673,1.999960851
Merlin,0.215564086,1.589440569
Merlin,-0.404948661,1.900749904
Merlin,-0.490323731,1.597348181
Merlin,-1.111993728,1.470657949
Merlin,0.354774191,1.687483542
Merlin,-1.020416771,1.817647497
Merlin,-0.062658476,1.601135964
Merlin,0.380027446,1.599523488
Merlin,-0.92877607,1.751310887
Merlin,-0.453196717,1.834016168
Merlin,-0.584189954,1.595624459
Merlin,-1.08144405,1.978769101
Merlin,-0.464076559,1.783960284
Merlin,-0.471409122,1.885359131
Merlin,-0.168895594,1.418888347
Merlin,-0.53598311,2.12318962
Merlin,-0.399879688,1.835993526
Merlin,-0.512388651,1.667387853
Merlin,-0.292429952,2.166220625
Merlin,-0.280600437,1.664258435
Merlin,-0.865816185,1.634328894
Merlin,-1.041838068,1.782879008
Merlin,-0.015306977,1.509550825
Merlin,-1.258027697,1.710424116
Merlin,-0.282752608,1.599765118
Merlin,-1.071980537,1.603315292
Merlin,0.249607266,2.142219511
Merlin,-0.740810348,2.122681929
Merlin,-0.451892862,1.912369081
Merlin,-1.635960955,1.856438876
Merlin,-0.803537037,1.852760567
Merlin,-1.542341609,1.895232498
Merlin,-0.232601877,2.198006839
Merlin,-1.693563264,1.467780319
Merlin,-0.068519805,1.823146114
Merlin,-0.847188,1.726156643
Merlin,0.254278363,1.391283379
Merlin,-1.617086398,1.732348465
Merlin,-0.394613259,1.566765609
Merlin,-0.342578632,1.849386995
Merlin,-1.941723545,1.702245601
Merlin,-0.025111595,1.848096255
Merlin,-0.641552763,1.761819452
Merlin,-0.633027947,1.837247913
Merlin,-0.930493402,1.772674742
Merlin,0.325649029,1.462443799
Merlin,-0.885963322,1.572044936
Merlin,-0.507614096,1.798516027
Merlin,-0.633362962,1.828770448
Merlin,-0.826534022,1.928974617
Merlin,0.225548896,1.400255985
Merlin,-1.816766185,1.802139529
Merlin,-1.403942443,1.875252302
Merlin,-1.089653097,1.57030167
Merlin,-0.651027988,1.783825569
Merlin,-0.527714122,1.653306712
Merlin,0.060718084,1.884044269
Merlin,-0.297897866,1.836554148
Merlin,-0.141619493,1.705555938
Merlin,-2.187831984,1.696563433
Merlin,-2.959702026,1.694763637
Merlin,-1.117009533,2.054772865
Merlin,-1.308738407,1.960165387
Merlin,-1.380443616,1.584404896
Merlin,-0.332166057,2.031863248
Merlin,-0.904805958,1.708098304
Merlin,-0.443376593,1.905043939
Merlin,-0.820388866,1.791630378
Merlin,0.068775119,1.953795917
Merlin,0.750888475,1.624773403
Merlin,-0.516752783,1.933352617
Merlin,-0.297595806,1.652446151
Merlin,-0.313578157,1.858158919
Merlin,-1.967548065,1.87238111
Merlin,-1.22603784,1.79516565
Merlin,-2.752654485,1.723547447
Merlin,-0.392138525,1.834611545
Merlin,-0.708363946,1.613217397
Merlin,-0.04130312,1.679597748
Merlin,-0.756187181,2.121730976
Merlin,-0.813007053,1.720009715
Merlin,-0.069103366,1.546141703
Merlin,-0.832372687,2.057230898
Merlin,-0.201421214,1.649511337
Merlin,-1.054685381,1.761133929
Merlin,-0.169992488,1.753215896
Merlin,0.240677527,1.917665355
Merlin,-0.958604731,1.785493547
Merlin,0.032419324,1.928044023
Merlin,-0.470611567,1.520701883
Merlin,-1.54774661,1.526468829
Merlin,-0.278848848,1.688610655
Merlin,-2.158446407,1.932145039
Merlin,-0.141782844,1.942071213
Merlin,-2.252633809,1.84707958
Merlin,-1.243424923,1.785633559
Merlin,-0.382275116,2.046761194
Merlin,-1.326888678,2.082380606
Merlin,-0.291358582,1.723387818
Merlin,-0.958915533,1.79426389
Merlin,-0.07276164,1.856108288
Merlin,-0.471856057,1.692801683
Merlin,-1.291851033,1.92227756
Merlin,-0.773588351,2.00956436
Merlin,-0.63939686,1.761783596
Merlin,-1.13847439,1.817396641
Merlin,-1.742981932,1.922411887
Merlin,-1.11187676,1.973143089
Merlin,0.451458991,1.683286235
Merlin,-0.36316957,1.911089735
Merlin,-1.381133672,1.738007783
Merlin,-0.029165133,1.699867702
Merlin,-1.075646365,1.724544106
Merlin,-2.591765006,1.782617154
Merlin,-0.757344191,1.847424259
Merlin,-0.018319957,1.910257988
Merlin,-0.570435386,1.710154443
Merlin,-0.367733317,1.945083878
Merlin,0.665705359,1.679140422
Merlin,-1.189094214,1.909651405
Merlin,-1.204838015,1.842879223
Merlin,-1.69050317,1.908907655
Merlin,-0.602450662,1.96548623
Merlin,-1.005556141,1.699572511
Merlin,-0.700540248,1.685658091
Merlin,-1.843182586,1.887838261
Merlin,-1.302984877,1.493319159
Merlin,-0.502670816,1.666356694
Merlin,-0.821713415,1.666599646
Merlin,-0.884989101,2.019426944
Merlin,-0.377792749,1.882778163
Merlin,-0.74795522,1.865903032
Merlin,0.196680073,1.895139806
Merlin,-0.440517517,1.647012435
Merlin,0.293481927,1.617149404
Merlin,0.043911083,1.724962995
Merlin,-0.815801889,1.841733819
Merlin,0.414209915,1.587621061
Merlin,-1.733575402,1.803112793
Merlin,-0.113140401,1.661023989
Merlin,-0.452248998,1.524596727
Merlin,-1.398414098,1.932855539
Merlin,-0.005404894,1.798330282
Merlin,-2.949465036,1.678966713
Merlin,-0.937275519,1.639967981
Merlin,-1.294496715,1.827585889
Merlin,-0.776320191,1.72499404
Merlin,-0.628648495,1.95109419
Merlin,-0.799769799,1.805524544
Merlin,0.365282308,1.524903102
Merlin,-1.136552763,2.001387389
Merlin,-2.016811288,2.035334689
